observable,sintetico,base,PROV,timestamp,RADIO_REF_ID,DPTO,valor,frac
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11055,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11056,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11057,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11058,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11059,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11060,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11061,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11062,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11063,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11064,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11065,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11066,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11067,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11068,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11069,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11070,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11071,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11072,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11073,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11074,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11075,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11076,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11077,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11078,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11079,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11080,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11081,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11082,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11083,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11084,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11085,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11086,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11087,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11088,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11089,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11090,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11091,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11092,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11093,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11094,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11095,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11096,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11097,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11098,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11099,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11100,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11101,6749,0.0,0.2
P47T_persona,q10,Personas,6,2022-08-16 19:41:37.322681,11102,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5910,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5911,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5912,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5913,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5914,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5915,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5916,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5917,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5918,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5919,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5920,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5921,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5922,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5923,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5924,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5925,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5926,6408,9570.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5927,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5928,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5929,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5930,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5931,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5932,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5933,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5934,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5935,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5936,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5937,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5938,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5939,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5940,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5941,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5942,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5943,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5944,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5945,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5946,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5947,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5948,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5949,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5950,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5951,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5952,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5953,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5954,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5955,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5956,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5957,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5958,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5959,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5960,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5961,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5962,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5963,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5964,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5965,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5966,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5967,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5968,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5969,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5970,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5971,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5972,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5973,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5974,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5975,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5976,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5977,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5978,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5979,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5980,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5981,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5982,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5983,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5984,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5985,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5986,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5987,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5988,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5989,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5990,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5991,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5992,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5993,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5994,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5995,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5996,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5997,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5998,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,5999,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6000,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6001,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6002,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6003,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6004,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6005,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6006,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6007,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6008,6408,8500.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6009,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6010,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6011,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6012,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6013,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6014,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6015,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6016,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6017,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6018,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6019,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6020,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6021,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6022,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6023,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6024,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6025,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6026,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6027,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6028,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6029,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6030,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6031,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6032,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6033,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6034,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6035,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6036,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6037,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6038,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6039,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6040,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6041,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6042,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6043,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6044,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6045,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6046,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6047,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6048,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6049,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6050,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6051,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6052,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6053,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6054,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6055,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6056,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6057,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6058,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6059,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6060,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6061,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6062,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6063,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6064,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6065,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6066,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6067,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6068,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6069,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6070,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6071,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6072,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6073,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6074,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6075,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6076,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6077,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6078,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,6079,6408,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10926,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10927,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10928,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10929,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10930,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10931,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10932,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10933,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10934,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10935,6749,5230.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10936,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10937,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10938,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10939,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10940,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10941,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10942,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10943,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10944,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10945,6749,19060.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10946,6749,17700.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10947,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10948,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10949,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10950,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10951,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10952,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10953,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10954,6749,19320.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10955,6749,8720.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10956,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10957,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10958,6749,9570.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10959,6749,15940.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10960,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10961,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10962,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10963,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10964,6749,14540.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10965,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10966,6749,15940.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10967,6749,24240.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10968,6749,21250.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10969,6749,9570.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10970,6749,1330.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10971,6749,9570.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10972,6749,7680.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10973,6749,21250.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10974,6749,15940.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10975,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10976,6749,17450.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10977,6749,9350.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10978,6749,4170.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10979,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10980,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10981,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10982,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10983,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10984,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10985,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10986,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10987,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10988,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10989,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10990,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10991,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10992,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10993,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10994,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10995,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10996,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10997,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10998,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,10999,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,11000,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,11001,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,11002,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,11003,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,11004,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,11005,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,11006,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,11007,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,11008,6749,0.0,0.2
P47T_persona,q25,Personas,6,2022-08-16 19:41:37.322681,11009,6749,0.0,0.2
